Kubikaža,Snaga,Prešao kilometara,Proveri kilometražu,Tip motora,Pogon,Menjač,Broj vrata,Broj sedišta,Strana volana,Klima,Boja,Kategorija,price,year,url,oprema,istorija,name,Broj brzina,Boja unutrašnjosti
1200 cm3,54 KS (40 KW),155000,,Euro 3,Prednji,manuelni,5,2/3,5,Leva,Bez klime,bela,siva,Hečbek,2.000 EUR,2002.,https://www.mojauto.rs/polovni-automobili/3240602_VW_Polo_2002_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'ABS', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Električni podizači', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Avgust 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",VW Polo 1.2 benzin 
1560 cm3,75 KS (55 KW),107687,,Euro 6,Prednji,manuelni,5,4/5,5,Leva,Automatska klima,bela,crna,Hečbek,8.300 EUR,2017.,https://www.mojauto.rs/polovni-automobili/3240593_Citroen_C3_2017_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Maglenke', 'Podesivi volan po dubini', 'Radio', 'Putni računar', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Registrovano do': 'Oktobar 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Citroen C3 1.6HDI 
1980 cm3,129 KS (95 KW),301000,,Euro 5,Zadnji,manuelni,6,4/5,5,Leva,Automatska klima,siva,,karavan,4.900 EUR,2006.,https://www.mojauto.rs/polovni-automobili/3240589_BMW_318__2006_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'CD šaržer', 'Alu felne', 'Putni računar']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","BMW 318 Sad reg.Povoljno,odličan "
1198 cm3,64 KS (47 KW),213000,,Euro 4,Prednji,manuelni,5,4/5,5,Leva,,unutrašnjosti siva,,limuzina,2.390 EUR,2004.,https://www.mojauto.rs/polovni-automobili/3240587_VW_Polo_2004_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ESP', 'ASR', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Tonirana stakla', 'Maglenke', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'HiFi muzika']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da'}",VW Polo 1.2 b 
1300 cm3,60 KS (44 KW),133000,,,Prednji,manuelni,5,2/3,5,Leva,,siva,,Hečbek,1.400 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240585_Ford_Ka_2007_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Tonirana stakla', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'CD šaržer', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da'}","Ford Ka Sad reg.Povoljno,odličan "
1380 cm3,68 KS (50 KW),217000,,,Prednji,manuelni,5,2/3,5,Leva,,bela,,Hečbek,1.600 EUR,2004.,https://www.mojauto.rs/polovni-automobili/3240584_Citroen_C2_2004_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Električni podizači', 'Tonirana stakla', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'CD šaržer', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da'}",Citroen C2 Sad reg.Povoljno ! 
1598 cm3,105 KS (77 KW),68000,,Euro 5,Prednji,manuelni,5,4/5,5,Leva,Bez klime,teget,siva,SUV_terensko,5.700 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3240583_Dacia_duster_2011_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'Kodiran ključ', 'Blokada motora', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Grejači stakala', 'Tonirana stakla', 'Radio']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Kupljen nov u Srbiji': 'Da', 'Servisna knjižica': 'Da'}","Dacia Duster 1,6 16v "
2148 cm3,136 KS (100 KW),252000,,Euro 4,Zadnji,automatski,5,4/5,5,Leva,Automatska klima,siva,crna,karavan,5.000 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3240581_Mercedes_C_200_2009_god/?cena=high,"['Metalik', 'Air bag za vozača', 'ABS', 'ESP', 'Centralna brava', 'Servo', 'Tempomat', 'Električni podizači', 'Tonirana stakla', 'Maglenke', 'Parking senzori', 'Podesivi volan po dubini', 'Radio', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Vozilo je korišćeno kao': 'lično'}",Mercedes C 200 Avantgarde 
1400 cm3,75 KS (55 KW),123456,,,,,,,,,,,,Hečbek,1.000 EUR,2004.,https://www.mojauto.rs/polovni-automobili/3240579_Seat_Ibiza_2004_god/?cena=low,['Nije registrovan'],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Seat Ibiza OTKUP AUTOMOBILA!  
1422 cm3,75 KS (55 KW),150000,,Euro 5,Prednji,manuelni,5,4/5,5,Leva,,plava,crna,Hečbek,8.300 EUR,2016.,https://www.mojauto.rs/polovni-automobili/3240576_VW_Polo_2016_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Decembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}","VW Polo 1,4TDI blue motion "
1910 cm3,150 KS (110 KW),355000,,Euro 4,Prednji,automatski,6,4/5,5,Leva,Automatska klima,siva,crna,karavan,2.199 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240574_Saab_9_3_2007_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično'}",Saab 9_3 1.9TiD 
1596 cm3,105 KS (77 KW),222350,,Euro 4,Prednji,Poluautomatski,5,4/5,Manuelna klima,siva,limuzina,2.950 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240481_Opel_Meriva_2007_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'Servo', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'Parking senzori', 'HiFi muzika', 'Alu felne']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Maj 2025'}",Opel Meriva 1.6.i.77KW. AUTOMATIK  ,,,
1686 cm3,101 KS (74 KW),200000,,Euro 4,Prednji,manuelni,5,4/5,Automatska klima,siva,Hečbek,2.499 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3240573_Opel_Astra_2005_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Septembar 2024', 'Vozilo je korišćeno kao': 'lično'}",Opel Astra 1.7cdti reg Vlasnica ,5,Leva,
998 cm3,92 KS (68 KW),152000,,Euro 4,Prednji,manuelni,5,4/5,Manuelna klima,siva,Hečbek,3.100 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240566_Toyota_Aygo_2007_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Tonirana stakla', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Toyota Aygo 1.0 CH  ,4,Leva,crna
998 cm3,68 KS (50 KW),100200,,Euro 4,Prednji,manuelni,5,4/5,Manuelna klima,siva,Hečbek,3.400 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3240562_Citroen_C1_2008_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Citroen C1 1.0 CH  ,4,Leva,crna
1199 cm3,83 KS (61 KW),89000,,Euro 6,Prednji,manuelni,5,4/5,Manuelna klima,bela,Hečbek,7.490 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3240555_Citroen_C3_2018_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Senzori za svetla', 'Senzori za kišu', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Kupljen nov u Srbiji': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Citroen C3 bicolore ,5,Leva,crna
1948 cm3,116 KS (85 KW),335000,,Euro 3,Prednji,manuelni,5,4/5,Automatska klima,teget,karavan,1.400 EUR,2002.,https://www.mojauto.rs/polovni-automobili/3227293_Volvo_V40_2002_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Xenon', 'Maglenke', 'Podesivi volan po visini', 'Grejači sedišta', 'Radio', 'Alu felne']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Maj 2025', 'Vozilo je korišćeno kao': 'lično'}",Volvo V40  ,5,Leva,crna
1100 cm3,61 KS (45 KW),17000,,Euro 3,Prednji,manuelni,5,2/3,Bez klime,srebrna,limuzina,4.000 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3233083_Zastava_Koral__2008_god/?cena=low,"['Metalik', 'Maglenke', 'Radio', 'HiFi muzika']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Maj 2024', 'Vozilo je korišćeno kao': 'lično', 'Kupljen nov u Srbiji': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Zastava Koral IN L ,5,Leva,plava
1800 cm3,150 KS (110 KW),160000,,Euro 5,4x4,manuelni,6,4/5,Automatska klima,bela,SUV_terensko,9.500 EUR,2012.,https://www.mojauto.rs/polovni-automobili/3240542_Peugeot_4008_2012_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Panorama krov', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično'}",Peugeot 4008 1.8hdi ,5,Leva,crna
1600 cm3,101 KS (74 KW),161721,,Euro 4,Prednji,manuelni,6,4/5,,bela,Hečbek,4.950 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3240529_Renault_Megane_2011_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Senzori za svetla', 'Podesivi volan po visini', 'Radio', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično'}",Renault Megane 16 16V ,5,Leva,crna
1269 cm3,90 KS (66 KW),345678,,Euro 4,,bela,karavan,1.850 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3240528_Opel_Astra_2008_god/?cena=low,[],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Septembar 2024'}",Opel Astra 1.3dtci ,,,,,,,
1360 cm3,73 KS (54 KW),162000,,Euro 4,Manuelna klima,crna,Hečbek,2.999 EUR,2006.,https://www.mojauto.rs/polovni-automobili/3240527_Peugeot_207_2006_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Tonirana stakla', 'Radio', 'HiFi muzika', 'Alu felne', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično'}","Peugeot 207 1,4 ",Prednji,manuelni,5,4/5,5,Leva,siva
,84 KS (62 KW),2289898,,,,,Hečbek,1.500 EUR,2001.,https://www.mojauto.rs/polovni-automobili/3240526_Opel_Astra_2001_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Radio']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025'}",Opel Astra  ,,,,,,,
,109 KS (80 KW),220000,,Euro 4,Manuelna klima,unutrašnjosti siva,minibus/van,2.450 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3240525_Ford_C_Max_2005_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jul 2025', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Ford C Max 1.6 ,Prednji,manuelni,5,4/5,5,Leva,
1956 cm3,122 KS (90 KW),294000,,Euro 6,Automatska klima,crna,karavan,13.990 EUR,2017.,https://www.mojauto.rs/polovni-automobili/3230682_Audi_A4_2017_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'DVD plejer', 'Radio', 'Alu felne', 'Navigacija GPS']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Mart 2025', 'Vozilo je korišćeno kao': 'službeno', 'Prvi vlasnik': 'Da', 'Servisna knjižica': 'Da'}",Audi A4 B9 ,Prednji,manuelni,6,4/5,5,Leva,siva
1598 cm3,110 KS (81 KW),175000,,Euro 5,Automatska klima,siva,SUV_terensko,3.200 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3240515_Peugeot_3008_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Panorama krov', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Peugeot 3008 2.0hdi ,Prednji,automatski,6,4/5,5,Leva,crna
1300 cm3,84 KS (62 KW),100200,,Euro 4,Manuelna klima,plava,Hečbek,1.800 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3240513_Chery_Ego_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'ESP', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Registrovano do': 'Februar 2025', 'Vozilo je korišćeno kao': 'lično'}",Chery Ego Ego ,Prednji,manuelni,5,4/5,5,Leva,
1364 cm3,120 KS (88 KW),190302,Euro 5,Prednji,manuelni,5,4/5,5,Leva,Manuelna klima,unutrašnjosti crna,minibus/van,5.490 EUR,2013.,https://www.mojauto.rs/polovni-automobili/3240512_Opel_Meriva_2013_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Opel Meriva 1.4 benzin ,,
1600 cm3,105 KS (77 KW),184350,Euro 4,Prednji,manuelni,5,4/5,,Leva,Manuelna klima,unutrašnjosti crna,Hečbek,5.400 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3240504_Mazda_3__2009_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Podesivi volan po dubini', 'Radio', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Mazda 3  ,,
1910 cm3,116 KS (85 KW),123456,,,,,,,,,,limuzina,1.000 EUR,2004.,https://www.mojauto.rs/polovni-automobili/3240500_Alfa_Romeo_156_2004_god/?cena=low,['Nije registrovan'],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Alfa Romeo 156 OTKUP AUTOMOBILA!  ,,
1901 cm3,80 KS (59 KW),48000,Drugo,4x4,manuelni,5,2/3,7,Leva,Bez klime,plava,SUV_terensko,4.500 EUR,1985.,https://www.mojauto.rs/polovni-automobili/3232812_Fiat_Campagnola_1985_god/?cena=low,"['Mehanička zaštita', 'Krovni nosači', 'Koža', 'Kuka za vuču', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Fiat Campagnola 1107 ,,crna
